Date,SMS,Month,Year,Day,Amount,Type,Merchant,Category
2019-06-26 22:38:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 14258.55",6,2019,26,1.05,Debit,,Other
2019-06-26 22:40:00,"dear customer, aed 11500.00 was debited from your account ****0535. your available account balance is aed 2758.55",6,2019,26,11500.0,Debit,,Other
2019-06-27 01:23:00,"dear customer, aed 501.05 was debited from your account ****0535. your available account balance is aed 2257.50",6,2019,27,501.05,Debit,,Other
2019-06-27 12:05:00,transaction of aed 250.00 debited from your a/c ****0535 at abu dhabi national oil abu dhabi ae. avl bal is aed 2007.50,6,2019,27,250.0,Debit,abu dhabi national oil abu dhabi ae,Bills
2019-06-27 13:49:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 1907.50",6,2019,27,100.0,Debit,,Other
2019-06-27 15:06:00,"dear customer, aed 400.00 was debited from your account ****0535. your available account balance is aed 1507.50",6,2019,27,400.0,Debit,,Other
2019-06-27 15:44:00,"dear customer, aed 500.00 was debited from your account ****0535. your available account balance is aed 1007.50",6,2019,27,500.0,Debit,,Other
2019-06-27 22:12:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 857.50",6,2019,27,150.0,Debit,,Other
2019-06-30 15:38:00,transaction of aed 24.15 debited from your a/c ****0535 at karam al sham restauran abu dhabi ae. avl bal is aed 834.68,6,2019,30,24.15,Debit,karam al sham restauran abu dhabi ae,Shopping
2019-06-30 18:42:00,transaction of aed 46.00 debited from your a/c ****0535 at kfc yas mall dubai ae. avl bal is aed 788.68,6,2019,30,46.0,Debit,kfc yas mall dubai ae,Bills
2019-07-01 08:52:00,"dear customer, profit of aed 1.33 was credited to your account ****0535.",7,2019,1,1.33,Credit,,Other
2019-07-01 13:33:00,"dear customer, aed 105.00 was debited from your account ****0535. your available account balance is aed 683.68",7,2019,1,105.0,Debit,,Other
2019-07-03 11:27:00,transaction of aed 104.00 debited from your a/c ****0535 at kuwait food co americana 600522252 ae. avl bal is aed 579.68,7,2019,3,104.0,Debit,kuwait food co americana 600522252 ae,Food
2019-07-07 08:52:00,transaction of aed 10.50 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 569.18,7,2019,7,10.5,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2019-07-07 14:03:00,transaction of aed 35.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 534.18,7,2019,7,35.0,Debit,tea junction express abu dhabi ae,Shopping
2019-07-07 20:00:00,transaction of aed 45.15 debited from your a/c ****0535 at karam al sham restauran abu dhabi ae. avl bal is aed 489.03,7,2019,7,45.15,Debit,karam al sham restauran abu dhabi ae,Shopping
2019-07-08 21:30:00,"dear customer, aed 30.00 was debited from your account ****0535. your available account balance is aed 459.03",7,2019,8,30.0,Debit,,Other
2019-07-09 17:14:00,"dear customer, aed 2030.00 was credited to your account ****0535. your available account balance is aed 2489.03",7,2019,9,2030.0,Credit,,Other
2019-07-10 12:48:00,"dear customer, aed 2000.00 was debited from your account ****0535. your available account balance is aed 489.03",7,2019,10,2000.0,Debit,,Other
2019-07-10 15:16:00,transaction of aed 59.00 debited from your a/c ****0535 at kuwait food co americana 600569999 ae. avl bal is aed 430.03,7,2019,10,59.0,Debit,kuwait food co americana 600569999 ae,Food
2019-07-12 16:43:00,transaction of aed 17.00 debited from your a/c ****0535 at tim hortons     -134127 dubai ae. avl bal is aed 413.03,7,2019,12,17.0,Debit,tim hortons,Food
2019-07-12 17:10:00,transaction of aed 17.00 debited from your a/c ****0535 at tim hortons     -134127 dubai ae. avl bal is aed 396.03,7,2019,12,17.0,Debit,tim hortons,Food
2019-07-12 18:21:00,transaction of aed 40.95 debited from your a/c ****0535 at maya la chocolaterie3 abudhabi ae. avl bal is aed 355.08,7,2019,12,40.95,Debit,maya la chocolaterie3 abudhabi ae,Other
2019-07-13 15:14:00,transaction of aed 26.26 debited from your a/c ****0535 at al mandi & al madhbi abu dhabi ae. avl bal is aed 328.82,7,2019,13,26.26,Debit,al mandi & al madhbi abu dhabi ae,Shopping
2019-07-14 20:45:00,transaction of aed 14.70 debited from your a/c ****0535 at crystal bakeries n abu dhabi ae. avl bal is aed 314.12,7,2019,14,14.7,Debit,crystal bakeries n abu dhabi ae,Shopping
2019-07-16 17:17:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 1314.12",7,2019,16,1000.0,Credit,,Other
2019-07-16 17:32:00,transaction of aed 1000.00 debited from your a/c ****0535 at health line medical abu dhabi ae. avl bal is aed 314.12,7,2019,16,1000.0,Debit,health line medical abu dhabi ae,Shopping
2019-07-17 18:22:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 414.12",7,2019,17,100.0,Credit,,Other
2019-07-17 18:28:00,transaction of aed 383.56 debited from your a/c ****0535 at smiles abu dhabi ae. avl bal is aed 30.56,7,2019,17,383.56,Debit,smiles abu dhabi ae,Shopping
2019-07-18 02:48:00,"dear customer, aed 20.00 was credited to your account ****0535. your available account balance is aed 50.56",7,2019,18,20.0,Credit,,Other
2019-07-18 02:49:00,transaction of aed 50.00 debited from your a/c ****0535 at smart dubai government dubai ae. avl bal is aed 0.56,7,2019,18,50.0,Debit,smart dubai government dubai ae,Shopping
2019-07-20 19:24:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 100.56",7,2019,20,100.0,Credit,,Other
2019-07-21 00:16:00,"dear customer, aed 50.00 was credited to your account ****0535. your available account balance is aed 130.56",7,2019,21,50.0,Credit,,Other
2019-07-21 00:16:00,"dear customer, aed 20.00 was debited from your account ****0535. your available account balance is aed 130.56",7,2019,21,20.0,Debit,,Other
2019-07-21 00:21:00,transaction of aed 122.75 debited from your a/c ****0535 at du (eitc) dubai ae. avl bal is aed 7.81,7,2019,21,122.75,Debit,du,Bills
2019-07-21 08:48:00,transaction of aed 2.00 debited from your a/c ****0535 at adnoc shawamekh s754 abu dhabi ae. avl bal is aed 5.81,7,2019,21,2.0,Debit,adnoc shawamekh s754 abu dhabi ae,Shopping
2019-07-22 08:57:00,transaction of aed 2.00 debited from your a/c ****0535 at adnoc shawamekh s754 abu dhabi ae. avl bal is aed 3.81,7,2019,22,2.0,Debit,adnoc shawamekh s754 abu dhabi ae,Shopping
2019-07-22 20:08:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 203.81",7,2019,22,200.0,Credit,,Other
2019-07-22 23:52:00,"dear customer, aed 50.00 was debited from your account ****0535. your available account balance is aed 153.81",7,2019,22,50.0,Debit,,Other
2019-07-22 23:53:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 3.81",7,2019,22,150.0,Debit,,Other
2019-07-23 08:04:00,"dear customer, aed 150.00 was credited to your account ****0535. your available account balance is aed 153.81",7,2019,23,150.0,Credit,,Other
2019-07-23 09:01:00,transaction of aed 2.00 debited from your a/c ****0535 at adnoc shawamekh s754 abu dhabi ae. avl bal is aed 151.81,7,2019,23,2.0,Debit,adnoc shawamekh s754 abu dhabi ae,Shopping
2019-07-24 08:52:00,transaction of aed 21.00 debited from your a/c ****0535 at tea break cafe - branc abu dhabi ae. avl bal is aed 130.81,7,2019,24,21.0,Debit,tea break cafe,Food
2019-07-24 10:19:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16130.81",7,2019,24,16000.0,Credit,,Other
2019-07-24 14:37:00,transaction of aed 500.00 debited from your a/c ****0535 at abu dhabi national oil abu dhabi ae. avl bal is aed 15630.81,7,2019,24,500.0,Debit,abu dhabi national oil abu dhabi ae,Bills
2019-07-24 16:26:00,transaction of aed 150.15 debited from your a/c ****0535 at milas restaurant dubai ae. avl bal is aed 15480.66,7,2019,24,150.15,Debit,milas restaurant dubai ae,Food
2019-07-24 22:01:00,"dear customer, aed 700.00 was debited from your account ****0535. your available account balance is aed 14780.66",7,2019,24,700.0,Debit,,Other
2019-07-24 22:16:00,"dear customer, aed 4150.00 was debited from your account ****0535. your available account balance is aed 10629.61",7,2019,24,4150.0,Debit,,Other
2019-07-24 22:16:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 10629.61",7,2019,24,1.05,Debit,,Other
2019-07-24 22:31:00,"dear customer, aed 607.00 was debited from your account ****0535. your available account balance is aed 10022.61",7,2019,24,607.0,Debit,,Other
2019-07-24 23:40:00,"dear customer, aed 1.00 was debited from your account ****0535. your available account balance is aed 10021.61",7,2019,24,1.0,Debit,,Other
2019-07-24 23:44:00,"dear customer, aed 1000.00 was debited from your account ****0535. your available account balance is aed 9021.61",7,2019,24,1000.0,Debit,,Other
2019-07-24 23:52:00,"dear customer, aed 290.00 was debited from your account ****0535. your available account balance is aed 8731.61",7,2019,24,290.0,Debit,,Other
2019-07-27 10:07:00,transaction of aed 23.00 debited from your a/c ****0535 at tea break cafe - branc abu dhabi ae. avl bal is aed 8708.61,7,2019,27,23.0,Debit,tea break cafe,Food
2019-07-27 14:48:00,transaction of aed 26.00 debited from your a/c ****0535 at dunes hospitality abu dhabi ae. avl bal is aed 8682.61,7,2019,27,26.0,Debit,dunes hospitality abu dhabi ae,Shopping
2019-07-28 15:59:00,transaction of aed 945.00 debited from your a/c ****0535 at al fujairah nat.ins.au abu dhabi ae. avl bal is aed 7737.61,7,2019,28,945.0,Debit,al fujairah nat,Other
2019-07-28 16:34:00,transaction of aed 710.85 debited from your a/c ****0535 at al fujairah nat.ins.au abu dhabi ae. avl bal is aed 7026.76,7,2019,28,710.85,Debit,al fujairah nat,Other
2019-07-28 18:30:00,"dear customer, aed 711.00 was credited to your account ****0535. your available account balance is aed 7737.76",7,2019,28,711.0,Credit,,Other
2019-07-28 23:41:00,"dear customer, aed 7737.00 was debited from your account ****0535. your available account balance is aed 0.76",7,2019,28,7737.0,Debit,,Other
2019-07-29 20:07:00,"dear customer, aed 30.00 was credited to your account ****0535. your available account balance is aed 30.76",7,2019,29,30.0,Credit,,Other
2019-07-29 20:07:00,"dear customer, aed 15.00 was debited from your account ****0535. your available account balance is aed 15.76",7,2019,29,15.0,Debit,,Other
2019-07-29 21:56:00,"dear customer, aed 50.00 was credited to your account ****0535. your available account balance is aed 65.76",7,2019,29,50.0,Credit,,Other
2019-07-30 14:33:00,transaction of aed 35.00 debited from your a/c ****0535 at adnoc mahawis/s917 abu dhabi ae. avl bal is aed 30.76,7,2019,30,35.0,Debit,adnoc mahawis,Bills
2019-07-30 14:56:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 230.76",7,2019,30,200.0,Credit,,Other
2019-07-30 14:56:00,"dear customer, aed 153.51 was credited to your account ****0535. your available account balance is aed 384.27",7,2019,30,153.51,Credit,,Other
2019-07-30 15:02:00,transaction of aed 165.00 debited from your a/c ****0535 at adnoc mahawi vi-134 abu dhabi ae. avl bal is aed 219.27,7,2019,30,165.0,Debit,adnoc mahawi vi,Bills
2019-07-30 17:38:00,"dear customer, aed 12850.00 was credited to your account ****0535. your available account balance is aed 13069.27",7,2019,30,12850.0,Credit,,Other
2019-07-30 17:41:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 3068.22",7,2019,30,1.05,Debit,,Other
2019-07-30 17:41:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 3068.22",7,2019,30,10000.0,Debit,,Other
2019-07-30 17:42:00,"dear customer, aed 650.00 was debited from your account ****0535. your available account balance is aed 2418.22",7,2019,30,650.0,Debit,,Other
2019-07-30 20:55:00,transaction of aed 67.50 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 2350.72,7,2019,30,67.5,Debit,zomato order dubai ae,Food
2019-07-31 08:50:00,"dear customer, aed 350.00 was debited from your account ****0535. your available account balance is aed 2000.72",7,2019,31,350.0,Debit,,Other
2019-07-31 08:51:00,"dear customer, aed 1500.00 was debited from your account ****0535. your available account balance is aed 499.67",7,2019,31,1500.0,Debit,,Other
2019-07-31 08:51:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 499.67",7,2019,31,1.05,Debit,,Other
2019-07-31 12:21:00,transaction of aed 11.50 debited from your a/c ****0535 at hot king karak cafeteria abu dhabi ae. avl bal is aed 488.17,7,2019,31,11.5,Debit,hot king karak cafeteria abu dhabi ae,Food
2019-07-31 12:53:00,transaction of aed 50.00 debited from your a/c ****0535 at adnoc officer''s city-s abudhabi ae. avl bal is aed 438.17,7,2019,31,50.0,Debit,adnoc officer,Bills
2019-07-31 12:59:00,transaction of aed 8.50 debited from your a/c ****0535 at adnoc officers citys95 abu dhabi ae. avl bal is aed 429.67,7,2019,31,8.5,Debit,adnoc officers citys95 abu dhabi ae,Shopping
2019-07-31 13:01:00,transaction of aed 15.00 debited from your a/c ****0535 at first food servi-051152 abu dhabi ae. avl bal is aed 414.67,7,2019,31,15.0,Debit,first food servi,Food
2019-07-31 13:34:00,transaction of aed 185.00 debited from your a/c ****0535 at ibis gate hotel abu dhabi ae. avl bal is aed 229.67,7,2019,31,185.0,Debit,ibis gate hotel abu dhabi ae,Shopping
2019-07-31 17:30:00,"dear customer, aed 270.00 was credited to your account ****0535. your available account balance is aed 499.67",7,2019,31,270.0,Credit,,Other
2019-08-01 10:35:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 399.67",8,2019,1,100.0,Debit,,Other
2019-08-01 11:35:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 499.67",8,2019,1,100.0,Credit,,Other
2019-08-01 11:45:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 399.67",8,2019,1,100.0,Debit,,Other
2019-08-01 11:49:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 499.67",8,2019,1,100.0,Credit,,Other
2019-08-01 11:53:00,"dear customer, aed 70.00 was debited from your account ****0535. your available account balance is aed 429.67",8,2019,1,70.0,Debit,,Other
2019-08-02 10:58:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 1429.67",8,2019,2,1000.0,Credit,,Other
2019-08-02 13:01:00,transaction of aed 1001.13 debited from your a/c ****0535 at aerobilet.com antalya tr. avl bal is aed 428.54,8,2019,2,1001.13,Debit,aerobilet,Other
2019-08-02 18:10:00,transaction of aed 80.00 debited from your a/c ****0535 at www.groupon.ae groupon.ae ie. avl bal is aed 348.54,8,2019,2,80.0,Debit,www,Other
2019-08-02 18:18:00,transaction of aed 10.00 debited from your a/c ****0535 at kura kura restaurant abu dhabi ae. avl bal is aed 338.54,8,2019,2,10.0,Debit,kura kura restaurant abu dhabi ae,Food
2019-08-03 14:04:00,transaction of aed 34.50 debited from your a/c ****0535 at papa murphys piz-465016 dubai ae. avl bal is aed 304.04,8,2019,3,34.5,Debit,papa murphys piz,Other
2019-08-03 14:16:00,transaction of aed 7.50 debited from your a/c ****0535 at lulu hypermarke abu dhabi ae. avl bal is aed 296.54,8,2019,3,7.5,Debit,lulu hypermarke abu dhabi ae,Shopping
2019-08-03 17:21:00,transaction of aed 49.35 debited from your a/c ****0535 at just fresh juice llc abu dhabi ae. avl bal is aed 247.19,8,2019,3,49.35,Debit,just fresh juice llc abu dhabi ae,Shopping
2019-08-03 17:21:00,"dear customer, aed 500.00 was credited to your account ****0535. your available account balance is aed 747.19",8,2019,3,500.0,Credit,,Other
2019-08-03 17:21:00,"dear customer, aed 10000.00 was credited to your account ****0535. your available account balance is aed 10747.19",8,2019,3,10000.0,Credit,,Other
2019-08-03 17:21:00,"dear customer, atm cash withdrawal for aed 9500.00 was debited from your account ****0535. your avl bal is aed 1247.19.",8,2019,3,9500.0,Debit,,Other
